CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
danielson-38539,2020-12-03T17:56:24.567Z,6890,0,0
dong-40898,2020-12-03T17:56:24.567Z,5717,0,0
gorski-40903,2020-12-03T17:56:24.567Z,6747,0,0
gould-39587,2020-12-03T17:56:24.567Z,7241,0,0
graham-38134,2020-12-03T17:56:24.567Z,6907,0,0
kelsey-40904,2020-12-03T17:56:24.567Z,7079,0,0
kenda-39488,2020-12-03T17:56:24.567Z,6370,0,0
mullen-40450,2020-12-03T17:56:24.567Z,6896,0,0
paradis-40899,2020-12-03T17:56:24.567Z,5188,0,0
potvin-40900,2020-12-03T17:56:24.567Z,5207,0,0
rombeau-40451,2020-12-03T17:56:24.567Z,5488,0,0
schmitt-40901,2020-12-03T17:56:24.567Z,4771,0,0
