CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
cryans-39466,2020-12-03T17:57:05.303Z,74847,0,0
kenney-39467,2020-12-03T17:57:05.303Z,80073,0,0
