CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
alexander-40315,2020-12-03T17:56:32.987Z,4816,0,0
bruno-40893,2020-12-03T17:56:32.987Z,3680,0,0
craig-40894,2020-12-03T17:56:32.987Z,3967,0,0
griffin-39582,2020-12-03T17:56:32.987Z,4717,0,0
gunski-40444,2020-12-03T17:56:32.987Z,4721,0,0
lanza-40024,2020-12-03T17:56:32.987Z,3922,0,0
mccune-40895,2020-12-03T17:56:32.987Z,3641,0,0
plett-40445,2020-12-03T17:56:32.987Z,4298,0,0
renfrew-hebert-40026,2020-12-03T17:56:32.987Z,3689,0,0
rouillard-39583,2020-12-03T17:56:32.987Z,4434,0,0
