CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
abbas-40626,2020-12-03T17:56:55.383Z,8086,0,0
davis-40620,2020-12-03T17:56:55.383Z,5040,0,0
dillingham-41034,2020-12-03T17:56:55.383Z,5418,0,0
doucette-39745,2020-12-03T17:56:55.383Z,8101,0,0
elliott-38258,2020-12-03T17:56:55.383Z,7703,0,0
gay-40180,2020-12-03T17:56:55.383Z,7977,0,0
iannalfo-40622,2020-12-03T17:56:55.383Z,5031,0,0
janigian-40181,2020-12-03T17:56:55.383Z,7870,0,0
karibian-41035,2020-12-03T17:56:55.383Z,5391,0,0
lewis-40178,2020-12-03T17:56:55.383Z,4859,0,0
loranger-41036,2020-12-03T17:56:55.383Z,5118,0,0
mcbride-40628,2020-12-03T17:56:55.383Z,8021,0,0
muollo-40624,2020-12-03T17:56:55.383Z,5194,0,0
sweeney-39375,2020-12-03T17:56:55.383Z,8795,0,0
sytek-38831,2020-12-03T17:56:55.383Z,8349,0,0
thibault-41037,2020-12-03T17:56:55.383Z,5447,0,0
vandecasteele-41041,2020-12-03T17:56:55.383Z,8016,0,0
wright-40179,2020-12-03T17:56:55.383Z,6301,0,0
