CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
baldasaro-38233,2020-12-03T17:56:52.48Z,7681,0,0
combes-39713,2020-12-03T17:56:52.48Z,6293,0,0
dolan-40607,2020-12-03T17:56:52.48Z,7759,0,0
leathurby-40604,2020-12-03T17:56:52.48Z,5291,0,0
lundgren-38813,2020-12-03T17:56:52.48Z,7755,0,0
macdonald-41019,2020-12-03T17:56:52.48Z,6762,0,0
mckinney-38230,2020-12-03T17:56:52.48Z,7610,0,0
packard-38231,2020-12-03T17:56:52.48Z,6976,0,0
piette-40605,2020-12-03T17:56:52.48Z,5680,0,0
skudlarek-39716,2020-12-03T17:56:52.48Z,5495,0,0
skudlarek-39717,2020-12-03T17:56:52.48Z,5765,0,0
smith-41018,2020-12-03T17:56:52.48Z,6000,0,0
thomas-39729,2020-12-03T17:56:52.48Z,7103,0,0
warner-40160,2020-12-03T17:56:52.48Z,6350,0,0
