CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
carrell-52150,2020-12-03T19:19:22.56Z,26638,0,0
lovelett-52148,2020-12-03T19:19:22.56Z,60871,0,0
