CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
ferguson-50423,2020-12-03T19:19:20.35Z,2226418,0,0
larkin-52112,2020-12-03T19:19:20.35Z,1714927,0,0
